"id","text_EN","text_CZ","text","modified","onlyid"
"cin__kucharka__a_formanum_CMBk",,,,"コラーチに使うポピーシードと  ジンジャーブレッドの スパイスが足りないわ  イチーンに行ってもらいましょう",1
"dial_bolek_nebyl_uplne_pr_nSrV",,,,"かわいそうに思って  ワインとサラミを少し  分けてあげたんだ  そしたら何かが書かれた羊皮紙をくれたんだよ",1
"goss_gossip_ob_to_je_mozn_jVYw",,,,"そうね  でもこのお金で  日曜までやりくりしないと  いけないの  小麦粉に卵にシュペックまで  値上げしてるし…",1
"hans_hans_uher_polka_chle_5qEA",,,,"食パン半斤  タマネギ3つ  ローストポーク少々… たっぷり6人分…",1
"jind_henry_rychle_zpatky__y3ty",,,,"ヤン！  プターチェク！  まずいな  合流しないと",1
"pavl_henry_ptacek_jak_je__OPaQ","Hans?! He's alive?! How is he?",,,"プターチェク！？  生きてるのか！？  容体は？",1
"bark_henry_ptacku_kde_si_8DRm","Hans!",,,"プターチェク!",1
"bark_henry_ptacku_slysis_ya9A",,,,"プターチェク 聞こえるか?",1
"bark_henry_ptacku_ziGE",,,,"プターチェク!",1
"boze_bozena_ko_jindro_co__sqEY",,,,"インジフ！  まだブラブラしてるのかい？ プターチェクの面倒は私が見ると言ったろ  大丈夫だから 横になりな  それがあんたのためだ",1
"cin__henry_pane_ptacku_ja_e7m0",,,,"プターチェク?  プターチェク! しっかり! プターチェク!",1
"cin__henry_pockejte_prece_94C0",,,,"プターチェク…!",1
"cin__henry_ptacku_nw5t",,,,"プターチェク!",1
"dal__henry_ptacku_pomoc_Cn8h",,,,"プターチェク  手を貸してくれ！",1
"prvn_event_poc_kutna_hora_dfc1",,,,"クッテンベルクの『処刑人の縄』亭で飲んだだろ 覚えてないのか？",1
"prvn_event_poc_rano_jsme__HYPh",,,,"朝は決闘寸前だったが  その夜には 『処刑人の縄』亭で酒を 飲み交わしたじゃないか",1
"otaz_hejtman_s_kdyz_jsem__6JBj",,,,"その方にお仕えしていた頃  節くれ(スク)だった棍棒を愛用し  そればかり使っていた",1
"game_over_sedmStatecnych2_baillifExecutedHans_text",,,,">あなたは怪我をした村人が死んだ後、時間をかけすぎた。あなたはプターチェク卿を救えず、彼はミスコヴィツェで処刑されてしまった",1
"game_over_sedmStatecnych2_playerLeftMiskoviceAndHansDied_text",,,,"あなたは怪我をした村人が死んだ後、ミスコヴィツェを出て行った。そのためプターチェク卿は処刑されてしまった",1
"kate_hans_uher_zlodejska__R6Q3","Robber's roast, poacher's secret, neighbour's goulash… And specially, picora!","Zlodejská pečienka, pytliacké tajomstvo, susedův guláš... A hlavne, prakoza!",,"「盗賊風ロースト」に「密猟者の秘密」 「隣人のグラーシュ」それからピコラだな！",1
"vesn_henry_slysel_jsem_ze_NKgD","","","スタニスラフが岩場で亡霊を見たと聞いた&lt;br/&gt;それは本当か？","シャファジークが岩場で亡霊を見たと聞いた それは本当か？",1
"bara_bara_tuhle_safarikov_A2dA","","","スタニスラフの羊が穴に落ちたことがあったの","シャファジークの羊が穴に落ちたことがあったの",1
"goss_vesnicank_kdovi_urci_i7PJ","","","スタニスラフとゲルダが見たものに呼ばれたのよ！","シャファジークとゲルダが見たものに呼ばれたのよ!",1
"goss_vesnican__smolik_je__RiGv","","","スタニスラフは飲んだくれだ！  奴の見間違いだろ","シャファジークは飲んだくれだ! 奴の見間違いだろ",1
"hosp_hospodska_mladej_pas_fIMk","","","ある晩のことよ  羊飼いのスタニスラフが&lt;br/&gt;怯えた様子で村に駆け込んできてね  アポロニアで 馬に乗った地獄の使者を見たって言うの","ある晩のことよ  羊飼いのシャファジークが 怯えた様子で村に駆け込んできてね アポレナで馬に乗った地獄の使者を見たって言うの",1
"odev_hledani_p_nebo_stare_24CK","","","もう1人がスタニスラフ爺さんだ&lt;br/&gt;トロスコウィッツの西にある森の近くにいる","もう1人がシャファジーク爺さんだ トロスコウィッツの西にある森の近くにいる",1
"vesn_henry_slysel_jsem_ze_NKgD","","","スタニスラフが岩場で亡霊を見たと聞いた&lt;br/&gt;それは本当か？","シャファジークが岩場で亡霊を見たと聞いた それは本当か？",1
"vesn_henry_v_hospode_se_m_d1su","","","スタニスラフが恐ろしいものを見たと聞いた…&lt;br/&gt;悪魔みたいな亡霊だとか？","シャファジークが恐ろしいものを見たと聞いた… 悪魔みたいな亡霊だとか？"
"vesn_henry_v_hospode_se_m_ed0s","","","羊飼いのスタニスラフが岩場で悪魔を見たそうだが…","羊飼いのシャファジークが岩場で悪魔を見たそうだが…",1
"zada_hledani_p_hele_jdi_s_IW3E","","","タホフのスモリクかトロスコウィッツの&lt;br/&gt;スタニスラフに会いに行け  もうあんたとは&lt;br/&gt;話もしたくない","タホフのスモリークかトロスコヴィツェのシャファジークに会いに行け もうあんたとは話もしたくない",1
"zada_hledani_p_nebo_za_st_G6ga","","","トロスコウィッツにいる羊飼いの&lt;br/&gt;スタニスラフでもいい","トロスコヴィツェにいる羊飼いのシャファジークでもいい",
"krej_mlynar_kr_cvanhal_je_qiKz","","","ヘンゼルが？  おしゃべりな奴め！","やニークが？  おしゃべりな奴め！",1
"mlyn_mlynar_kr_jmenuje_se_lMeR","","","題名は“ヘルメス・トリスメギストスの提案書”だ&lt;br/&gt;表紙に書いてある","題名は『ヘルメス゠トリスメギストスの提案書』だ  表紙に書いてある",1
"posl_event_poc_uz_se_stal_t8W6","","","それがもう捕まってるんだ  どこかで盗品を&lt;br/&gt;持ってることがばれて  そこから奴が色々な&lt;br/&gt;怪しい商売に手を染めてたことまで&lt;br/&gt;判明したらしい","それがもう捕まってるんだ。どこかで盗品を持ってることがばれて、 そこから奴が色々な怪しい商売に手を染めてたことまで判明したらしい。",1
"ctvr_event_poc_nemam_mel__kHOA","","","ああ  いないさ  唯一の仲間は犬のワグだったが&lt;br/&gt;もう死んでしまったし…","ああ、いないさ。 唯一の仲間はタイトリーカという犬だったが、もう死んでしまったし…",1
"tret_event_poc_pejsek_taj_","","","犬だよ  ワグと呼んでいた…","犬だよ。タイトリーカと呼んでいた…",1
"ui_hair_16","Bone Dome","","Bone Dome","丸刈り",1
"rozh_kozeluh_b_je_to_uz_d_NrIU","","","かなり遠いぞ  坂の上だから俺は「アッパー」と&lt;br/&gt;呼んでる","かなり遠いぞ  坂の上だから俺は「ホルニー」と呼んでる",1
"vysl_safarik_zhnuly_mu_vo_gsmz","","","あいつの目は光っていた…  そして…  馬は&lt;br/&gt;炭みたいに真っ黒だった！  十字路を何度か&lt;br/&gt;行ったり来たりしていたんだが  その後&lt;br/&gt;岩場のほうへ駆けだしたんだ…","あいつの目は光っていた…。そして…、馬は炭みたいに真っ黒だった！  十字路を何度か行ったり来たりしていたんだが、その後岩場のほうへ駆けだしたんだ…",1
"tret_event_poc_zastavil_s_Vuzn","Three lads boarded in Bohunowitz.","","","ボホウニョヴィツェで男が3人乗り込んできた",1
"tret_henry_jira_ZLJO","Jaromir.","","","イーラ",1
"tret_henry_mira_LaTq","Jeronym.","","","ミーラ",1
"tret_henry_skvira_29Ir","Škvíra.","","","スクヴィーラ",1
"tret_henry_vira_qp8S","Víra.","","","ヴィーラ",1
"tret_event_poc_kdyz_prije_SvPf","When he arrived in Bojischt, one of the boys got out and a washerwoman took his place.","","","馬車がボイシチェに到着すると男が1人降りて 代わりに洗濯女が彼の席に座った",1
"tret_event_poc_na_ratbori_fXSh","Jaromir the coachman hailed from Raborsch. One morning, he set off for Kuttenberg with an empty coach. ","","","御者のイーラはラトボルシの出身だ  ある朝彼は空の馬車に乗ってクッテンベルクへ向かっていた",1
"tret_event_poc_a_kdyz_vec_typH","And on reaching Kuttenberg that evening, they invited the coachman to the bathhouse and got pig-drunk.","","","その晩クッテンベルクに到着すると  漁師たちは御者を風呂屋へ招待し  彼らはしこたま酔っ払った",1
"tret_event_poc_v_horanech_WsiQ","In Horschan, the washerwoman went on her way and a pedlar and his daughter boarded.","","","ホジャニに到着すると  洗濯女が降りて  娘を連れた行商人が乗り込んだ",1
"tret_event_poc_v_pritokac_YQEe","In Pschitoky, the remaining lads alighted and took the pedlar's daughter with them. And straight away two fishermen got in.","","","プシートクでは  残る男たちが行商人の娘と一緒に降りていった  するとその後すぐに漁師が2人乗り込んだ",1
"v_ta_raubritte_vlastne_ma_ec7e","","","優しくしてやってる方だぞ…  コリンでは借りができたからな  でなきゃゴートに皮を剥がせてる","優しくしてやってる方だぞ…  コリーンでは借りができたからな  でなきゃ生きたまま皮を剥いでやったところた",1
"mlyn_mlynar_kr_studium_zi_P79B","Studying the Jewish cabals taught me a practice known as Ma'ase bereshit. A mystic can use it to imitate the work of God!",,"私はユダヤのカバラ秘術の研究を通して “マアセ・ベレシト”という技を学んだ&lt;br/&gt;これにより神秘主義者は神の御業を模倣できる！","私はユダヤのカバラ秘術の研究を通して「マーセ゠ベレシト」という技を学んだ  秘術師はこの技で神の御業を模倣できるのだ！",1
"vysl_henry_vade_retro_sat_pdo2","Say after me: "Vade retro Satana!"",,"繰り返すんだ  「ヴァデ・レトロ・サタナ！」","繰り返すんだ  「ウァーデ、レトロー、サタナー (サタンヨ 引キ返セ)!」",1
"vysl_safarik_vade_retro_s_TsU0",,,"ヴァデ・レトロ・サターナ！","ウァーデ レトロー サタナー (サタンヨ 引キ返セ)!",1
"ui_s_cervena_seq13_WYsc",,,"次？","お次は?",1
"s_ce_henry_proc_plesnivec__tUJS",,,"カンカー？  面白い名だ  由来は？","プレスニヴェツ (かび)?  面白い名だ  由来は？",
"jind_henry_ceka_je_neco_c_AZpw",,,"彼らが行くのはリンボ…  “幼児の辺獄”と&lt;br/&gt;呼ばれるところだ","彼らが行くのはリムブス゠イーンファーンティウム、「辺獄」と呼ばれるところだ",
"ras__hrobnik_i_existuje_m_iAzR",,,"“乳児の辺獄”と呼ばれる場所がある&lt;br/&gt;そこには絶対に誰も行かせるんじゃないぞ","リムブス゠インファーンティウム (辺獄) と呼ばれる場所がある  そこには絶対に誰も行かせるんじゃないぞ",
"s_ce_raubritte_naramnej_o_qoAV","He always loved wearing his finest. Beautiful dyed coats, shiny boots… Even in the forest he looked like he was off to a wedding.,,"奴はとにかく着飾るのが大好きだった  美しく&lt;br/&gt;染めたコートにぴかぴかのブーツ…  森の中を&lt;br/&gt;歩くときですら  結婚式のような&lt;br/&gt;出で立ちだった","奴はとにかく着飾るのが大好きだった  美しく染めたコートにぴかぴかのブーツ…  森の中を歩くときですら結婚式のような出で立ちだった",
"cele_janek_prej_je_kovou__A2ec",">Word is they're forged in hellfire and have all sorts of incantations carved into them. A horse wearing them can climb up a sheer cliff without tripping once!",,"地獄の炎で鍛えられたというその馬蹄には  &lt;br/&gt;ありとあらゆるまじないが刻み込まれてる  &lt;br/&gt;それを着けた馬は切り立った崖を&lt;br/&gt;躓くことなく登れるらしい！","地獄の炎で鍛えられたというその馬蹄にはありとあらゆるまじないが刻み込まれてる  それを着けた馬は切り立った崖を躓くことなく登れるらしい！",
"ui_korenar_b_bratr_68sQ",,,"サラが復讐したんだな","シャールカが復讐したんだな",
"kore_henry_pravdu_o_cem_LTih",,,"当てようか  サラに復讐されたんだろ？","当てようか シャールカに復讐されたんだろ？",
"kore_henry_takze_ti_delal_CI9R",,,"何だよ  教えてくれ  サラの兄がどうしたんだ？","何だよ  教えてくれ  シャールカの兄がどうしたんだ？",
"kore_korenar_b_kdyz_jsem__F2k7",,,"","お前ぐらいの歳のころだ  トロスコヴィツェで使用人をやっててな  そこの娘に気に入られた  シャールカという名だった",1
"kore_korenar_b_muselo_jim_jQPH",,,"しばらく前から怪しんでたんだろう  サーラの件は 俺を咎めるきっかけにすぎなかったのさ","しばらく前から怪しんでたんだろう  シャールカの件は 俺を咎めるきっかけにすぎなかったのさ",1
"kore_korenar_b_no_ze_to_n_YBvx",,,"サラの兄は妹が問題じゃないと気づいた 俺は女を好きになれないんだ","シャールカの兄は妹が問題じゃないと気づいた  俺は女を好きになれないんだ",1
zada_strelnice_za_chvili__3Suh,"","","","じゃあ射手を集めてくる。 その間に準備して合図を待っててくれ。",1
bibr_kuman_bib_porad_je_p_7ZJU,"The first challenge is still the Torque course.","","","最初の試練は『襟巻き』コースだ",1
bibr_kuman_bib_smysleny_n_o3R3,"First, you will ride the course I call Torque. It is more than enough to get acquainted with mounted archery.","","","まず『襟巻き』という名前のコースを走ってもらう。 騎射を知るにはこれが一番だ。",1
bibr_henry_nakrcnik_fuBk,"The Torque.","","","『襟巻き』だ。",1
bibr_henry_nakrcnik_go3e,"The Torque.","","","『襟巻き』だ。",1
bibr_henry_nakrcnik_um2P,"The Torque.","","","『襟巻き』だ。",1
constants_nakrcnik_tengri_Z0B7,"The Torque (Tengri's)","","","『襟巻き』(テングリ級)",1
constants_nakrcnik_tezky_8PtI,"The Torque (Hard)","","","『襟巻き』 (上級)",1
constants_track3_trosky_RXXg,"The Torque (Easy)","","","『襟巻き』(初級)",1
bibr_henry_mech_1r8L,"The Wineskin.","","","『革の酒袋』だ。",1
bibr_henry_mech_EDMW,"The Wineskin.","","","『革の酒袋』だ。",1
bibr_henry_mech_oXq8,"The Wineskin.","","","『革の酒袋』だ。",1
constants_mech_tengriho_Yola,"The Wineskin (Hard)","","","『革の酒袋』(テングリ級)",1
constants_mech_tezky_j23R,"The Wineskin (Hard)","","","『革の酒袋』(上級)",1
constants_track6_trosky_J3IV,"The Wineskin (Hard)","","","『革の酒袋』(初級)",1
bibr_henry_kauri_gtiD,"The Cowrie.","","","『宝貝』だ。",1
bibr_henry_kauri_NRRg,"The Cowrie.","","","『宝貝』だ。",1
bibr_henry_kauri_nywU,"The Cowrie.","","","『宝貝』だ。",1
constants_kauri_tengriho_uelX,"The Cowrie (Tengri's)","","","『宝貝』(テングリ級)",1
constants_track_7_trosky_f5yM,"The Cowrie (Hard)","","","『宝貝』(上級)",1
constants_track1_trosky_XMm4,"The Cowrie (Easy)","","","『宝貝』(初級)",1
bibr_henry_srp_f5JD,"The Sickle.","","","『鎌』だ。",1
bibr_henry_srp_kOvH,"The Sickle.","","","『鎌』だ。",1
bibr_henry_srp_QXw9,"The Sickle.","","","『鎌』だ。",1
constants_srp_tengriho_psu2,"The Sickle (Tengri's)","","","『鎌』(テングリ級)",1
constants_srp_tezky_AG1p,"The Sickle (Hard)","","","『鎌』(上級)",1
constants_track5_trosky_n8An,"The Sickle (Easy)","","","『鎌』(初級)",1
bibr_henry_trmen_b0Zu,"The Stirrup.","","","『鐙』だ。",1
bibr_henry_trmen_qW1n,"The Stirrup.","","","『鐙』だ。",1
bibr_henry_trmen_RHxz,"The Stirrup.","","","『鐙』だ。",1
constants_trmen_tengriho_BO4a,"The Stirrup (Tengri's)","","","『鐙』(テングリ級)",1
constants_trmen_tezky_Mllc,"The Stirrup (Hard)","","","『鐙』(上級)",1
constants_track2_trosky_AC2F,"The Stirrup (Easy)2","","","『鐙』(初級)",1
bibr_henry_psi_lebku_4zfp,"The Hounskull.","","","『犬の頭』だ。",1
bibr_henry_psi_lebku_dX4m,"The Hounskull.","","","『犬の頭』だ。",1
bibr_henry_psi_lebku_jrAF,"The Hounskull.","","","『犬の頭』だ。",1
constants_psi_hlava_tengr_HWQ6,"The Hounskull (Tengri's)","","","『犬の頭』(テングリ級)",1
constants_psi_hlava_tezka_F7Ur,"The Hounskull (Hard)","","","『犬の頭』(上級)",1
constants_track4_trosky_3XQU,"The Hounskull (Easy)","","","『犬の頭』(初級)",1
bibr_henry_nausnici_FIm5,"The Earring.","","","『耳飾り』だ。",1
constants_nausnice_tengri_ZVkb,"The Earring (Tengri's)","","","『耳飾り』(テングリ級)",1
bibr_henry_zrni_mesice_a__pT9I,"First past the Town's end and Tuft?","","","〈街外れ最速〉と〈藪〉か?",1
ui_bibrek_mi_seq12_h84q,"First past the Town's end and Tuft.","","","〈街外れ最速〉と〈葉〉。",1
bibr_henry_prvni_z_tisice_NwwU,"First of a Thousand and Truth?","","","〈千頭最速〉と〈真〉か?",1
ui_bibrek_mi_seq13_Jz43,"First of a Thousand and Truth?","","","〈千頭最速〉と〈真〉。",1
lore_henry_ten_pan_mikula_tnqn,"What does your Mikulash have to do with all this?","","","そのミクラーシュとやらが、どう関係してるんだ?",1
svatba_promluv_si_s_rycht_JOKh,"Return to Svatya.","","","スヴァーチャ゠ドロストのもとへ戻る",1
svatba_promluv_si_s_rycht_YsXs,"Talk to Svatya.","","","スヴァーチャ゠ドロストと話す",1
tros_henry_proc_mu_vlastn_y3S2,"Why do you call him Herring?","","","なぜヘリンク (ニシン) なんだ?",1
tros_henry_prohlid_jsem_t_Oxzd,"I took a look at Herring.","","","ヘリンクを見てきた",1
forc_magdalena_buh_s_tebo_puQe,"","","","どうにかしておくれインジフ! 何度言ってもスタニスラフは謝ってばかりだ",1
forc_magdalena_standa_jak_RsvO,"","","","スタニスラフ…? ああ、あのスタニスラフかい! なんとまあ… 、えらく変わっちまった",1
forc_magdalena_stando_GZJy,"","","","スタニスラフ!",1
forc_magdalena_stando_oml_7rVB,"","","","スタニスラフ、謝るのはもう3回目だよ。 過ぎたことに負い目を感じなくていい。",1
forc_standa_mo_magdaleno__TtMT,"","","","マグダレーナ、俺だ! スタニスラフだ!",1
incl_henry_uklidni_se_sta_nZDn,"","","","落ち着けスタニスラフ。 深呼吸しろ。まだそこまで切羽詰まってない。",1
lore_magdalena_tvuj_tata__xSOa,"","","","あんたの父さんとスタニスラフは例外だ。 2人は丸2年、最後の日までここにいたよ。",1
forc_henry_vis_co_stando__Rydq,"","","","なあスタニスラフ? ホジャニに戻るのが嫌なら…",1
mist_cechmistr_mimochodem_NlwI,"","","","ところで「ハエ」というあだ名のスタニスラフという男を探してるんだって?",1
mouc_henry_stando_OEK2,"","","","スタニスラフ…",1
mouc_henry_ty_ses_standa_JWD6,"","","","スタニスラフか?",1
mouc_magdalena_ale_no_tak_HRq3,"","","","別にいいだろう? いいあだ名じゃないか、スタニスラフ。",1
mouc_magdalena_ano_stando_bmMH,"","","","なに、スタニスラフ?",1
mouc_magdalena_ses_zlatej_T72Q,"","","","まあ、ありがとう、スタニスラフ。",1
mouc_magdalena_stando_GxcU,"","","","スタニスラフ!",1
mouc_magdalena_staniku_8hs9,"","","","スタニスラフ!",1
redi_reditel_t_zdislav_dl_CS4Z,"","","","ズディスラフはこれまで何年もポルネル家に仕えている。今日は彼らの名誉を守るために馳せ参じた!",1
cele_celedin_c_tak_a_hoto_QWEl,"","","","男は立ったままジョーロジョーロ 子供は子犬のようにチョーロチョーロ! 水は大切に!",1
zada_pisar_tro_rika_se_ze_Auet,"","","","話では、オクシューシキのイジー獅子公が持ち込んだと言われているな。トロスキ城を築いたオクシューシキのチェニェク卿の甥だ。",1
zada_pisar_tro_tenhle_jir_0pvV,"","","","このイジーは、ヴァーツラフ王と多くの時間を過ごした。疑わしいほどに長くだ。言いたいことはわかるだろう。",1
zikm_velitel_p_no_a_pak_s_7Dq7,"","","","なんと、その時突然山が動いた。そして巨大なドラゴンがイジーを見下ろして言った。",1
zizk_vudce_vet_ty_mas_dar_QALQ,"","","","ふむ、なら耳なしイジーだ。",1
"dial_hospodsky_celej_vece_O02W","They boozed for free all night and swolfed down sausages till they were as greasy as a cart axle, but that chaff is still out in the damp and rain!","Celej večer tu chlastali zadarmo, cpali se uzeným, že byli mastný až na prdeli, ale šrot doteď mokne venku!","","あいつらは一晩中タダ酒を飲み、顔じゅう脂でぎとぎとにして燻製ハムをむさぼり食った。なのにもみ殼の袋は雨ざらしのままだ！",1
druh_vasko_mluvit_se_psem_MhNa,"And some they talk… That is big sign! True, I do not know what sign… But still… It is sign!",,,"犬たちの中には語りかけてくる奴もいる。大事なしるしだ! その意味するところはよくわからないが、とにかく何かの先触れなんだ!",1
s_ko_henry_to_je_NfJy,"I'm escorting… Miss Kvyeta here.",,,"私は付き添いだ…、クヴィエタ夫人の。",1
s_ce_raubritte_ale_nosit__NdmN,"But I don't plan on wearing it. Someone might mistake me for him and stab me in the back.",,,"だが被るつもりはない。あいつと間違えられて、誰かに背後から刺されかねない。",1
s_ce_raubritte_jestli_jse_zuAw,"Knew him? Johnny was my right hand man!",,,"ヤンのことを知っているか? 俺の右腕だった男だ。",1
pisa_pisar_tro_dlouze_byc_Q2Mo,"We could have a long discussion comparing the value of a Tachovite peasant's life with… say, a treatise on physicks by Hildegard von Bingen.","","","タホフの農民の命と、例えば…、ヒルデガルド゠フォン゠ビンゲンの医学論文の価値の軽重を問うならば、長い討論になるだろうな。",1
pisa_certi_na__rehor_veli_H97l,"Even Gregory the Great, Gregory of Tours, Caesarius of Heisterbach, or Jacobus de Voragine all share a similar view of unholy forces.","","","大グレゴリウスI世も、トゥールのグレゴリウスも、ハイステルバッハのカエサリウスも、ヤコブス゠デ゠ウォラギネも、悪魔について同じような見解を持っていた。",1
o_zi_pisar_tro_nejmocnejs_Sw5z,"The most powerful are Henry of Rosenberg, Henry of Hradec, Boresh of Riesenburg, Bohuslav of Schwamberg and our Sir Otto von Bergow too. So far.","","","今のところ有力なのはロジュムベルクのインジフ、 フラデツのインジフ、 リーズムブルクのボレシュ、 シュヴァンベルクのボフスラフ、 そして我が主オットー=フォン=ベルガウだ。",1
o_zi_pisar_tro_a_kdyz_nas_Oiho,"…and when young Wenceslas came to the throne, he didn't have enough experience or courage to stand up to them.","","","ところが、若くして王位に就いたヴァーツラフには、彼らと渡り合うだけの経験も勇気もなかった。",1
o_zi_pisar_tro_naopak_moc_Kf71,"That's complicated. Back during the reign of both kings' father, Emperor Charles, the nobles gained great wealth and power...","","","込み入った事情がある。 父君である先帝カレルの時代に、貴族たちは大きな富と権力を手に入れた。",1
berg_komori_tr_pan_ota_ve_JXzj,"Sir Otto has generously agreed to accommodate Han… Lord Capon in one of his chambers.","","","オットー卿はおそれ多くもプターチェク…、卿に部屋をあてがってくださった。",1
dial_semin_jun_vsechno_st_EaH8,"It's all the same scum - von Bergow, von Rosenberg, Kunstadt, Lichtenberg, or whatever their names are…","","","奴らは皆クズだ。フォン゠ベルガウ、フォン゠ロジュムベルクにクンシュタート、リヒテンブルク、どいつもこいつも…",1
"jp___ptacek__potreboval_j_6Qj6","I needed to catch a breath of fresh air. I've had it up to here with that chamberlain Stuffenberg, or whatever the bastard's name is.","","新鮮な空気を吸いたい。 あのスイミンムニャムニャベルクだかなんだかいう侍従にはいい加減うんざりだ。","",1
berg_ota_z_ber_to_jiste_m_QUCB,"We certainly had, the main one being that your Wenzel is an irresponsible drunkard and idler, who is hurting the Empire by his inactivity.","","","当然の結果だ。貴殿らの「ヴェンツェル」王は酒を飲むばかりで責任を果たさない。 その無策ぶりに帝国は傷ついている。",1
toma_henry_je_to_slechtic_A3G9,#He's a noble - Sir Hans Capon of Pirkstein. The whole thing is one big misunderstanding. And only Thomas can sort it out.","","","本当は貴族だ。 ピルクシュテインのヤン゠プターチェク卿だ。 何もかも大きな誤解で、その誤解を解けるのは隊長だけだ。",1
prvn_henry_lekarnikuv_odz_oHTO,"The apothecary's badge? And what about the rest? Why are you giving it to me?","","","薬屋のバッジ? それに他のものは何だ? なぜ俺に渡すんだ?",1
bohu_lichtenst_vaclav_bar_sUKs,"Wenzel Bartosh. And I'm not surprised you forgot.","","","ヴァーツラフ゠バルトシュだ  忘れるのも無理はない",1
"o_zi_henry_co_dela_kralov_6xr0","What does the Royal Chamberlain do?","","","王国首席侍従長とは何だ?",1
"inga_bohuta_pl_christe_el_h83H<","Christe, eleison,","","","クリステ、エレイソン (キリストヨ、憐レミ給ヘ)。",1
"bohu_bohuta_npc_christe_e_qEHN","Christe, eleison,","","","クリステ、エレイソン (キリストヨ、憐レミ給ヘ)…",1
"bohu_bohuta_npc_kyrie_ele_1VSw","Kyrie, eleison.","","","キリエ、エレイソン (主ヨ、憐レミ給ヘ)。",1
"bohu_bohuta_npc_kyrie_ele_EyWq","Kyrie, eleison,","","","キリエ、エレイソン (主ヨ、憐レミ給ヘ)…",1
"inga_jan_zizka_kyrie_elei_cmTu<","Kyrie, eleison.","","","キリエ、エレイソン (主ヨ、憐レミ給ヘ)。",1
"inga_petr_z_pi_christe_el_2zgP","Christe, eleison,","","","クリステ、エレイソン (キリストヨ、憐レミ給ヘ)。",1
"inga_ptacek_kyrie_eleison_RxjI","Kyrie, eleison.","","","キリエ、エレイソン (主ヨ、憐レミ給ヘ)。",1
"tria_rychtar_p_krles_ZKTs","Kyrie eleison!","","","キリエ、エレイソン (主ヨ、憐レミ給ヘ)!",1
zada_kovar_tro_je_to_mezi_Osco,"It's between the palace below the Crone and the tower. That reeking, hellish door must be hidden there.","","",『老婆塔』とその下層の屋敷の間だ。あの悪臭を放つ地獄の扉はそこに隠されているはずだ。",1
